model,approach,setting,project,k_label,true_bug,pred_bug,overpred_bug,true_feature,pred_feature,overpred_feature,true_question,pred_question,overpred_question,n_invalid,predictions_path
,vtag,project_specific,tensorflow_tensorflow,k30,100,242,2.42,100,21,0.21,100,37,0.37,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k30.csv
,vtag,project_specific,tensorflow_tensorflow,k4,100,191,1.91,100,43,0.43,100,66,0.66,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k4.csv
,vtag,project_specific,tensorflow_tensorflow,k5,100,196,1.96,100,37,0.37,100,67,0.67,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k5.csv
,vtag,project_specific,tensorflow_tensorflow,k6,100,205,2.05,100,32,0.32,100,63,0.63,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k6.csv
,vtag,project_specific,tensorflow_tensorflow,k7,100,207,2.07,100,35,0.35,100,58,0.58,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k7.csv
,vtag,project_specific,tensorflow_tensorflow,k8,100,218,2.18,100,30,0.3,100,52,0.52,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k8.csv
,vtag,project_specific,tensorflow_tensorflow,k9,100,214,2.14,100,35,0.35,100,51,0.51,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag/predictions/preds_k9.csv
,vtag_debias,project_specific,tensorflow_tensorflow,k1,100,178,1.78,100,40,0.4,100,82,0.82,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag_debias_m3/predictions/preds_k1.csv
,vtag_debias,project_specific,tensorflow_tensorflow,k3,100,86,0.86,100,63,0.63,100,151,1.51,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag_debias_m3/predictions/preds_k3.csv
,vtag_debias,project_specific,tensorflow_tensorflow,k6,100,99,0.99,100,61,0.61,100,140,1.4,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag_debias_m3/predictions/preds_k6.csv
,vtag_debias,project_specific,tensorflow_tensorflow,k9,100,136,1.36,100,47,0.47,100,117,1.17,0,results/issues11k/project_specific/tensorflow_tensorflow/vtag_debias_m3/predictions/preds_k9.csv
